'12/29/2014',61
'08/05/2014',162
'01/13/2013',140
'05/24/2013',65
'12/30/2014',65
'05/24/2015',693
'12/02/2014',82
'12/02/2013',54
'09/10/2015',87
'09/10/2013',82
'07/05/2015',598
'08/10/2015',217
'08/10/2010',80
'07/05/2013',169
'08/10/2013',358
'02/07/2016',161
'12/01/2012',112
'02/07/2015',161
'02/07/2010',82
'12/01/2014',104
'01/14/2011',48
'01/14/2012',89
'02/06/2014',36
'02/06/2011',61
'02/06/2012',54
'05/21/2014',153
'05/21/2011',259
'11/03/2013',201
'05/21/2012',72
'06/17/2013',149
'09/27/2013',154
'10/29/2015',134
'06/17/2010',82
'10/29/2012',10
'06/17/2015',174
'10/27/2014',99
'01/31/2015',130
'08/28/2011',13
'01/31/2010',86
'01/31/2013',48
'01/16/2015',122
'09/27/2010',58
'01/16/2012',39
'08/01/2010',160
'05/22/2015',278
'05/22/2010',296
'12/21/2010',39
'12/24/2011',71
'02/23/2011',35
'02/23/2014',166
'10/04/2015',354
'12/25/2010',53
'07/06/2011',41
'11/01/2010',41
'06/29/2015',265
'06/29/2010',48
'04/08/2014',71
'11/24/2014',96
'04/24/2011',132
'10/10/2014',220
'10/10/2011',124
'01/23/2016',75
'03/07/2014',100
'03/07/2011',47
'02/14/2010',80
'04/21/2014',99
'06/08/2011',87
'07/01/2010',108
'12/04/2012',31
'07/01/2015',247
'12/04/2015',149
'07/30/2010',135
'11/12/2015',119
'09/02/2015',158
'11/10/2015',66
'09/02/2010',69
'06/25/2013',82
'06/25/2015',248
'06/03/2014',135
'06/03/2013',60
'12/15/2012',143
'12/15/2011',81
'01/03/2016',222
'07/03/2011',122
'10/06/2011',102
'09/04/2012',49
'08/16/2015',489
'10/06/2014',104
'09/04/2015',299
'02/20/2014',36
'10/05/2014',335
'06/20/2014',313
'06/20/2011',119
'06/20/2012',94
'03/04/2013',33
'03/04/2016',78
'03/27/2010',105
'03/04/2015',77
'06/04/2014',175
'06/04/2011',214
'01/02/2015',96
'04/14/2011',105
'10/02/2014',132
'10/02/2012',51
'01/29/2011',60
'03/25/2013',35
'01/29/2012',93
'11/10/2010',56
'01/13/2015',63
'09/07/2011',21
'10/05/2013',310
'09/07/2012',121
'05/12/2013',212
'06/16/2011',130
'05/12/2010',33
'01/02/2016',166
'10/09/2014',132
'03/25/2010',68
'10/09/2011',212
'12/18/2013',51
'01/02/2010',67
'10/09/2012',27
'02/09/2014',130
'03/25/2015',79
'11/13/2012',24
'11/02/2013',280
'11/02/2014',204
'01/01/2014',108
'10/15/2014',108
'08/01/2015',531
'09/28/2014',394
'10/15/2012',45
'12/13/2014',230
'02/15/2014',115
'05/29/2010',257
'06/01/2010',77
'04/25/2010',90
'04/25/2013',93
'07/21/2013',265
'07/21/2010',71
'03/29/2011',32
'06/01/2013',368
'11/18/2012',82
'11/18/2011',72
'06/24/2013',118
'06/24/2014',150
'07/08/2012',178
'01/24/2014',61
'07/08/2011',58
'01/24/2013',48
'07/08/2014',96
'01/01/2012',88
'01/25/2015',198
'01/25/2016',38
'01/25/2013',55
'10/25/2013',107
'08/06/2014',146
'08/06/2011',244
'12/08/2012',104
'02/01/2011',26
'12/06/2015',288
'02/01/2014',160
'07/18/2012',32
'11/09/2013',173
'03/10/2013',160
'03/10/2010',55
'11/13/2014',87
'04/19/2011',45
'11/04/2013',46
'06/27/2011',103
'11/04/2010',68
'06/27/2014',292
'10/25/2015',379
'11/04/2015',138
'11/15/2010',64
'04/26/2010',44
'11/16/2010',35
'08/08/2015',596
'06/19/2013',119
'01/04/2013',49
'06/19/2014',129
'01/04/2016',70
'05/25/2010',107
'05/25/2015',750
'06/21/2014',642
'06/21/2013',332
'12/22/2011',76
'12/22/2014',129
'08/07/2011',148
'08/07/2014',177
'06/22/2012',69
'07/31/2014',148
'10/18/2013',170
'07/31/2013',108
'10/18/2010',72
'01/15/2013',32
'11/24/2011',64
'11/24/2012',95
'03/06/2011',100
'03/06/2014',58
'01/21/2010',61
'08/20/2012',83
'10/08/2014',148
'12/06/2013',78
'10/08/2013',66
'08/20/2014',147
'01/21/2015',60
'09/09/2012',211
'10/22/2010',88
'01/21/2016',60
'09/09/2014',84
'04/28/2014',123
'04/28/2011',84
'05/01/2015',234
'07/03/2014',85
'11/05/2011',103
'05/23/2011',64
'04/25/2015',349
'03/02/2015',52
'05/15/2014',96
'03/02/2010',41
'05/15/2013',75
'03/02/2013',98
'11/27/2011',126
'05/02/2012',50
'08/02/2011',82
'05/02/2011',57
'07/20/2011',63
'05/02/2014',211
'12/09/2012',96
'02/10/2012',70
'03/09/2010',47
'02/10/2011',38
'05/26/2010',123
'09/15/2013',302
'09/30/2011',111
'05/26/2013',246
'09/15/2015',188
'11/22/2011',23
'02/02/2011',25
'02/13/2011',88
'02/02/2012',54
'02/13/2016',129
'03/15/2015',198
'12/28/2010',8
'03/29/2014',159
'03/15/2010',44
'11/20/2014',91
'03/15/2013',115
'01/06/2010',29
'07/21/2015',127
'07/19/2014',532
'05/07/2010',144
'07/19/2012',97
